,tweet_id,date,time,user_name,tweet,loaction
14,1274684591928823808,2020-06-21,12:44:23,Ashishtrpathi1,"RT @MyNation: #UnmaskingChina: Armed forces told to deal forcefully with Chinese aggression along LAC

#IndiaChinaBorderTension #IndiaChina…","Uttar Pradesh, India"
15,1274683428550524928,2020-06-21,12:39:46,ANN_Newsable,"#UnmaskingChina: Armed forces given go ahead to forcefully tackle Chinese aggression along LAC

#IndianAirForce… https://t.co/hts3ttyZHV","Bengaluru, India"
16,1274681849986428928,2020-06-21,12:33:30,mayilvagan,"Today we need to know how our soliders lives are being safeguarded? - @ikamalhaasan
Asking the right questions dire… https://t.co/xnx5yZGZaE","Chennai, Tamil Nadu, India"
17,1274681208228573184,2020-06-21,12:30:57,MyNation,"#UnmaskingChina: Armed forces told to deal forcefully with Chinese aggression along LAC

#IndiaChinaBorderTension… https://t.co/uimaKPKxmE","New Delhi, India"
18,1274676983260045312,2020-06-21,12:14:09,Kirankumar_wali,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Pune, Maharashtra, India"
19,1274676753022111744,2020-06-21,12:13:14,UsDeluxe,"@IndiaChinaBorder @LAC 
#IndiaChinaBorderTension #IndiaChinaFaceOffNow #chinamistake #ChinaComesModiRuns
Watch… https://t.co/LJ1C9uDeZj",India
20,1274673947733159942,2020-06-21,12:02:06,UrbanFitoor,"Little expose about Col @ajaishukla (Retd) Sir.
What led to a change of heart, I wonder?👇

@vaibhavUP65 @bhootnath… https://t.co/t1tQKaGGvm","Mumbai, India"
21,1274670529304072193,2020-06-21,11:48:31,ImCAharry,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","New Delhi, India"
22,1274668790618271748,2020-06-21,11:41:36,Pankaj_Mantri,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",India
23,1274667413380964352,2020-06-21,11:36:08,PatilSushmit,#BREAKING : #Indian 🇮🇳 Defense Forces will buy weapon's and ammunition's worth RS. 500 crore urgently. This financi… https://t.co/qq0SupuBug,भारत ( India )
24,1274665874125754368,2020-06-21,11:30:01,Josephabrah,RT @sandinista05: @Cow__Momma Surrendra MudiXi trying to look tough but forgets to act tough. But that doesn't stop cowboys from hailing hi…,india
25,1274664774018543618,2020-06-21,11:25:38,Amit_dehradun,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",India
26,1274662554694873088,2020-06-21,11:16:49,Shivammalhotras,@sudhirchaudhary Do you have guts to ask a question to your supreme leader? Your Supreme Leader is clearly lying to… https://t.co/tU7HaxdDRy, India
27,1274654984802496512,2020-06-21,10:46:44,hundal_harjit,#Ladakh #LadakhBorder #chinaindiaborder #GalvanValley #galwanvalleyclash #GalwanValleyFaceOff #IndiaChinaBorder… https://t.co/bmnl22KI7Q,"Punjab, India"
28,1274653221722525697,2020-06-21,10:39:44,arpitvageria27,@HuXijin_GT A little more fortunate than the 43 Chinese soldiers who died even after having enough logistical suppo… https://t.co/fwl0zARHny,"Mumbai,India"
29,1274653120782405633,2020-06-21,10:39:20,ub_Sanath,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Bengaluru, India"
30,1274651128177635328,2020-06-21,10:31:25,pandeyji_k_beta,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",भारतवर्ष काशी क्षेत्र  India
31,1274641717384278018,2020-06-21,09:54:01,ashishsingh0612,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Skardu,India 🇮🇳"
32,1274641591978856448,2020-06-21,09:53:31,SiYaRaM321,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",india
33,1274630241609150464,2020-06-21,09:08:25,laxman_xy,"No business as usual with #Xitler. No point
World is a big place.
#IndiaChinaFaceOff 
#indiachinastandoff… https://t.co/rIOURc6Cps",India
34,1274628601548165120,2020-06-21,09:01:54,shivam77582012,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Haryana, India"
35,1274625967135223813,2020-06-21,08:51:26,KunalBMahajan,"@LoksattaLive @RahulGandhi This is indirect insult of the Nation and the Indian Military.

#IndiaChinaBorderTension
#HightofShamelessness","Mumbai, India"
36,1274625777863016448,2020-06-21,08:50:41,RahulGu09830139,"@ABPNews #RahulGandhi 
#NarendraModi
#IndiaChinaBorderTension

Respect UNITY

Respect Prime Minister of India

Oppo… https://t.co/pd0lohtEp4","Mumbai, India"
37,1274619774694125569,2020-06-21,08:26:50,bedigitalgenius,"What will happen if #India recognizes #Tibet?: 

#IndiaChinaBorderTension 
https://t.co/wu9j8IyBzR",India
38,1274617272775180290,2020-06-21,08:16:53,mohinimanek,"RT @fpjindia: .@RahulGandhi says @narendramodi is Surender Modi, Twitter wonders if it's a typo

#PMModi #ModiSurrendersToChina #IndiaChina…",India
39,1274616452264243201,2020-06-21,08:13:38,Suma72833015,"Pls RT,   If agree this
#ModiSurrendersGalwanValley 
#ModiSurrenderstoChina
#indiachinastandoff… https://t.co/zT3xbOLHQF","New Delhi, India"
40,1274616410904293377,2020-06-21,08:13:28,sana_dash,"THREAD :
Why is an IAS/IPS officer always made the #NationalSecurityAdvisor in India?? Why is not a senior General… https://t.co/byyN4hWflv","Bhubaneswar, India"
41,1274615949010841601,2020-06-21,08:11:38,adityajohri1,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…", India
42,1274615222800535552,2020-06-21,08:08:44,AwakenCitizen2,Even some people have doubts about the no of #PLA deaths. We can make them understand by killing them and raise the… https://t.co/zPlm45AibZ,"Ayodhya, India"
43,1274614920642887681,2020-06-21,08:07:32,indianguru3663,"#China has been surrounded all over the world on the issue of spreading the #coronavirus in the world, now it is al… https://t.co/96ep9InBb3",India
44,1274613560589422593,2020-06-21,08:02:08,Mhendrapratap99,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",India
45,1274612105216356353,2020-06-21,07:56:21,SKSINGH194,"Xi Jinping should choose #Yoga given by ""Viswa GURU 🇮🇳""  to keep his mind tension free. The next few days are going… https://t.co/jJo0Z8POcC", India
46,1274610819355914241,2020-06-21,07:51:15,AmitKum34336126,RT @AmyKazmin: We've been used to a hot line of control w/Pakistan; now the line with China will get hotter - senior #india govt official t…,"Bihar, India"
47,1274609129642799104,2020-06-21,07:44:32,upadhyay_bony,"RT @news24tvchannel: This is a #News24 Exclusive...

#VKSingh #IndiaChinaBorderTension #IndianArmy","Gujarat, India"
48,1274608302224105474,2020-06-21,07:41:14,upadhyay_bony,"RT @news24tvchannel: This is a #News24 Exclusive, picked up by one an all.

#VKSingh #IndiaChinaBorderTension #IndianArmy","Gujarat, India"
49,1274607122064400385,2020-06-21,07:36:33,Firozbkhan307,"RT @news24tvchannel: This is a #News24 Exclusive, picked up by one an all.

#VKSingh #IndiaChinaBorderTension #IndianArmy","Mumbai, India"
50,1274606561160130560,2020-06-21,07:34:19,chvijay24,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",India 
51,1274604915273285633,2020-06-21,07:27:47,aalavadibala,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Namakkal, India"
52,1274604426972426242,2020-06-21,07:25:51,Bikashjourno,"I am eager to know from @pmoindia, @narendramodi ji: (i) Where are the Chinese troops stationed now? (ii) Are they… https://t.co/OWtYTHtjCC","Delhi NCR, India"
53,1274603746148839427,2020-06-21,07:23:08,mittulbakshi,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Gujarat, India"
54,1274601080043614209,2020-06-21,07:12:33,krguddu19,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Garhwa, India"
55,1274597199028948994,2020-06-21,06:57:07,ANN_Newsable,"#US President #DonaldTrump reacts first time on #IndiaChinaFaceOff 

#IndiaChinaBorderTension #IndiaChinastandoff… https://t.co/ZBIayBHwd4","Bengaluru, India"
56,1274595960740630530,2020-06-21,06:52:12,Hindustani__,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Nagpur, India"
57,1274595718322249733,2020-06-21,06:51:14,adikapoor83,Why doesn't China reveal the numbers? Coz it doesn't wnt to stoke Public mood. Isn't it anybody's guess that these… https://t.co/k5tegdyBzD,"New Delhi, India"
58,1274594965138571264,2020-06-21,06:48:15,MohitDaheriya,"I Know from Day 1, who will have to pay the ultimate price for all this gimmicks.

They still not imposed a single… https://t.co/fDAqrmAL31",India
59,1274593340323856385,2020-06-21,06:41:47,hundal_harjit,#Galwan #Pangong #galwanvalleyclash #Galwanvalley #GalwanValleyFaceOff #IndiaChinaBorder #IndiaChinaBorderTension… https://t.co/dNUFPVEvHo,"Punjab, India"
60,1274588097922183169,2020-06-21,06:20:57,GUDDUSH73234736,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Bihar, India"
61,1274587314274971648,2020-06-21,06:17:51,fpjindia,".@RahulGandhi says @narendramodi is Surender Modi, Twitter wonders if it's a typo

#PMModi #ModiSurrendersToChina… https://t.co/LLs7CfW0kL",India
62,1274586529126649857,2020-06-21,06:14:43,Naveensharmasu1,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Rajasthan, India"
63,1274584050506665984,2020-06-21,06:04:52,rajnishsasmal,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Bengaluru, India"
64,1274582571955810304,2020-06-21,05:59:00,Vineet35542969,@evazhengll 100 PLA soldiers killed in Galway valley #IndiaChinaBorderTension #IndiaChinaFaceOff #Pick_local_kick_chinese,"Chandigarh, India"
65,1274581473463382016,2020-06-21,05:54:38,AkshayKragi,The people who don't speak up are part of problem . It should be clear by now that silence isn't going to solve the… https://t.co/CN3giQYnw4,"New Delhi, India"
66,1274581352466100225,2020-06-21,05:54:09,SunilmahlaSahab,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Rajasthan, India"
67,1274579188050046976,2020-06-21,05:45:33,Abhishek7542,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Piro, India"
68,1274578222844428288,2020-06-21,05:41:43,Real_SumitKumar,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","New Delhi, India"
69,1274578182461517825,2020-06-21,05:41:33,DeluDrDaya,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Churu, India"
70,1274578178804051968,2020-06-21,05:41:33,Coolmoon396,"RT @KitZzK: I like to remind myself very often these days saying ""India is my country"". 
And then I get surrounded by Pride, shame, anger a…",India
71,1274578033416925184,2020-06-21,05:40:58,nationalismCult,"RT @nationalismCult: @santudbrt People saw the kick of  Chinese soldiers  iron rods and dead bodies of indian both 

Still  bjp govt lies i…","Surat, India"
72,1274578013649281024,2020-06-21,05:40:53,PINAK_SHUKLA,"Centre changes Rules of Engagement (RoE) across #LAC, #Soldiers can now use firearms under 'extraordinary situation… https://t.co/LLF1pVeXVn","Ahmadabad City, India"
73,1274576844948267008,2020-06-21,05:36:14,RamS_0910,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Akola, India"
74,1274576832658989056,2020-06-21,05:36:12,Venke_Def,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",India
75,1274576624009179136,2020-06-21,05:35:22,Monalisakuman2,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","JNU, New Delhi, India"
76,1274576046621257728,2020-06-21,05:33:04,Sarojm1991,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Pune, India"
77,1274575555128471552,2020-06-21,05:31:07,Harit_Joshi,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",India
78,1274575503421145088,2020-06-21,05:30:55,verma_himanshuu,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",India
79,1274575280653230085,2020-06-21,05:30:02,hundal_harjit,#LAC #Galwan #IndiaChinaBorder #IndiaChinaBorderTension #IndiaChinaFaceOff #LadakhBorder #PangongTso… https://t.co/4Mhj7dNrNl,"Punjab, India"
80,1274575260445143040,2020-06-21,05:29:57,SachinDogra19,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","New Delhi, India"
81,1274575233882578944,2020-06-21,05:29:50,JagranEnglish,"Govt. warns about a possible cyberattack in form of COVID-19 phishing emails today 

#IndiaChinaFaceOff… https://t.co/01bZ9YXcTV","New Delhi, India"
82,1274575201527721985,2020-06-21,05:29:43,ArvindVishwak10,"Two news made my day today: Army amends the rule of engagement to give soldiers ""freedom of action"" at LAC, and 
In… https://t.co/pYxAplawm4","Mumbai, India"
83,1274573467929636864,2020-06-21,05:22:49,jadeja79441612,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Gujarat, India"
84,1274571909825302530,2020-06-21,05:16:38,vikaskapoorbjc,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",india
85,1274569491242876928,2020-06-21,05:07:01,Niteshdasr,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","New Delhi, India"
86,1274569236992540678,2020-06-21,05:06:01,Sonu_SR_Jha,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",India
87,1274568278472486912,2020-06-21,05:02:12,NikhilRroy,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","jharkhand,India"
88,1274567787852083200,2020-06-21,05:00:15,kaushlendra_38,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Muzaffarpur Bihar, India"
89,1274567027118624768,2020-06-21,04:57:14,Tanuj04134778,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","भारत, India"
90,1274566555041325057,2020-06-21,04:55:21,AmanPra24592755,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Kolkata, India"
91,1274565362311327744,2020-06-21,04:50:37,Kesari54430142,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Bharuch, India"
92,1274565006563008513,2020-06-21,04:49:12,DilipsinhJ,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Gandhinagar, India"
93,1274564924857913344,2020-06-21,04:48:53,Ramchan34586380,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Uttar Pradesh, India"
94,1274564550663131136,2020-06-21,04:47:23,amit_teradale,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Pune, India"
95,1274564482228875264,2020-06-21,04:47:07,Gaurav_jss,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",India 
96,1274564377090363392,2020-06-21,04:46:42,anilpatel0071,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Gujarat, India"
97,1274563925640482817,2020-06-21,04:44:54,BBadshahpuriya,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Gurgaon, India"
98,1274563789917048833,2020-06-21,04:44:22,Deepak03INDIA,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Mumbai, India"
99,1274563756257730561,2020-06-21,04:44:14,ramireddy1997a,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",India
100,1274562652287545346,2020-06-21,04:39:51,ThisIsAditiRoy,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Jharkhand, India"
101,1274561824210300928,2020-06-21,04:36:33,Chetan_Raanaa,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…",India
102,1274561567716077568,2020-06-21,04:35:32,veeramveeram,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Tamil Nadu, India"
103,1274561556668284928,2020-06-21,04:35:29,ArvindKaul9,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Ayodhya,Bharat (India)224001"
104,1274561080329744384,2020-06-21,04:33:36,ajtshm,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Patel Nagar, New Delhi , India"
105,1274560356761825281,2020-06-21,04:30:43,GirishK55668775,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","Bareilly, India"
106,1274560354551386113,2020-06-21,04:30:43,indosthan,RT @AmyKazmin: We've been used to a hot line of control w/Pakistan; now the line with China will get hotter - senior #india govt official t…,India
107,1274560040104415232,2020-06-21,04:29:28,fearless__in,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","New Delhi, India"
108,1274559854766469120,2020-06-21,04:28:44,SKSingh12786,"RT @TaiwanNews886: Letter to the Editor: Ladakh venture China's test of its encircle-India plan

https://t.co/RRQNYlwEIr

#India #Ladakh #I…","New Delhi, India"
109,1274558928941023232,2020-06-21,04:25:03,dradityakapoor,Superb article by Mr Maroof Raza. #indiachinastandoff #LadakhBorder #IndiaChinaBorderTension #GalwanValleyFaceOff https://t.co/QFgnh3y7JI,Republic of India
110,1274538590714748928,2020-06-21,03:04:14,lekhachakrborty,RT @AmyKazmin: We've been used to a hot line of control w/Pakistan; now the line with China will get hotter - senior #india govt official t…,"New Delhi, India"
111,1274538364192976897,2020-06-21,03:03:20,VanshPatel2427,"RT @tv9gujarati: Centre changes Rules of Engagement (RoE) across LAC, soldiers can now use firearms under 'extraordinary situations'

#Indi…","Kadi, India"
112,1274536654699560960,2020-06-21,02:56:32,Jhalloram,"RT @tv9gujarati: Centre changes Rules of Engagement (RoE) across LAC, soldiers can now use firearms under 'extraordinary situations'

#Indi…",India
113,1274535787971764224,2020-06-21,02:53:06,tv9gujarati,"Centre changes Rules of Engagement (RoE) across LAC, soldiers can now use firearms under 'extraordinary situations'… https://t.co/iQ7fNaXfh0","Gujarat, India"
114,1274533242922840064,2020-06-21,02:42:59,MNVFn,RT @mohinimanek: Extremely rational strategic viewpoint by Former Admiral @RajaMenon on #IndiaChinaBorderTension &amp; what needs to be done wi…,"Mumbai, India"
115,1274532281894330369,2020-06-21,02:39:10,mohinimanek,Extremely rational strategic viewpoint by Former Admiral @RajaMenon on #IndiaChinaBorderTension &amp; what needs to be… https://t.co/pRW1ZGOpEo,India
116,1274524409236123648,2020-06-21,02:07:53,goldy_thomson,"No Word’s Tears only😢🇮🇳🇮🇳

#WeStandWithINDIANArmy 
#NationWithArmyAndModi 
#IndiaChinaFaceOff… https://t.co/GYs2NEvpUq","Delhi, India"
117,1274508973178142720,2020-06-21,01:06:33,jaglan_ajju,RT @AmyKazmin: We've been used to a hot line of control w/Pakistan; now the line with China will get hotter - senior #india govt official t…,India
118,1274504152815505408,2020-06-21,00:47:23,mallikabajpayee,"RT @vishnuguptuvach: While the #IndiaChinaBorderTension continues, here's a question for the brainwashed ricebags...

Why does one true god…","Bhilai, India"
119,1274496641853095937,2020-06-21,00:17:33,kshyp,"BTW,
When Modi faked on 88's Camera, got publicity and vote, benifit for him.
Faked on radar and cloud, same.
Fakin… https://t.co/rUjScjENX8","Ahmadabad City, India"
120,1274458184787218432,2020-06-20,21:44:44,Omkar72983199,@samirsinh189 @Russia By providing d help Russia has played a vitalRole in India's fight against #Evilchina.It prov… https://t.co/YYXd2JeJFh,"Mumbai, India"
121,1274453366089715712,2020-06-20,21:25:35,KameshShivhare3,"RT @nagma_morarji: Are these #Armymen lying , Majors Generals . #IndiaChinaBorderTension #Galwan #laddakh #LAC #ModiExposesModi https://t.c…","Kailaras, India"
122,1274445868234690561,2020-06-20,20:55:47,MindfulAdoption,"RT @vishnuguptuvach: While the #IndiaChinaBorderTension continues, here's a question for the brainwashed ricebags...

Why does one true god…","India, USA"
123,1274445825305804800,2020-06-20,20:55:37,sandeepshive,"RT @RT_com: Resentment towards #China grows in #India following deadly skirmish over contested Himalayan border region

#IndiaChinaBorderTe…","Ahmadabad City, India"
124,1274438424372617217,2020-06-20,20:26:12,vishnuguptuvach,"While the #IndiaChinaBorderTension continues, here's a question for the brainwashed ricebags...

Why does one true… https://t.co/SdVUvGe6rR","New Delhi, India"
125,1274435116123607041,2020-06-20,20:13:04,aks_chhaya,RT @AwanishSharan: #IndiaChinaBorderTension : Full List Of The 20 Brave Soldiers Of #IndianArmy  Who Sacrificed Their Lives In #GalwanValle…,India
126,1274424364151083008,2020-06-20,19:30:20,KanpuriaLaunda,"RT @Zuniee3: Two messages for you ...
#IndiaChinaBorderTension https://t.co/R87O4YuzL9","Bengaluru, India"
127,1274422566061510658,2020-06-20,19:23:12,SagarSatre_09,"@samirsinh189 @Russia 'Friend in need friend indeed' 
and India's #Grand Old friend #Russia who never ditch india i… https://t.co/b3c4ui7Dg4","Navi Mumbai, India"
128,1274417461098471425,2020-06-20,19:02:54,thanveer_kamal,"RT @RT_com: Resentment towards #China grows in #India following deadly skirmish over contested Himalayan border region

#IndiaChinaBorderTe…","New Delhi,India"
129,1274415416433971201,2020-06-20,18:54:47,Sheetal92438092,"RT @capitaltvindia: Galwan Clash: US Slams China For Escalating Border Tension With India | ... https://t.co/mnoJEsVoaC 
#IndiaDrawsTheLine…","Mumbai, India"
